,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,subtype
0,1391.03595,11515.511,3954.50089,1374.78606,1431.62292,12065.8228,6543.21132,6711.76334,8900.95226,2024.11297,15603.4833,923.234145,2997.68992,12844.3591,1848.7784,4709.74202,19239.02,3243.99788,2376.74501,11430.5719,99.1088928,2
1,1128.5723,8947.16032,5861.19022,1014.87266,1425.59708,8950.1083,8302.35052,6701.89333,10548.9357,1529.57076,18116.0134,1160.40487,2644.02777,11634.1875,1204.23237,5629.02434,25235.6186,4403.34271,1919.0179,10580.3389,95.0705198,1
